img-link href,photo-count,list-view-price,list-view-date,left,celly,celly 2,celly 3,celly 4,eids-badge__description,he-lazy-image src,eids-badge__label,list-view-location,img-wrp href,he-lazy-image src 2,he-lazy-image src 3,wp-btn,listing-card--owner-info__firm-name,listing-card--owner-info__name,list-view-header
https://www.hepsiemlak.com/istanbul-besiktas-bebek-kiralik/daire/11217-9660,25,90.000,17-05-2025,Kiralık Daire,"3 +
                          1",120 m²,"31
                        Yaşında",Kot 2,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/280/210/ds01/3/1/1/5/0/6/4/4/f55f435d-f620-458a-af70-b1b45d81e665.jpg,EİDS onaylı,İstanbul / Beşiktaş / Bebek Mah.,https://www.hepsiemlak.com/emlak-ofisi/remax-ahenk-11217,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/1/2/1/1/0/9a295213-cfd1-49d3-ae6a-7e2ae3253c81.jpg,Whatsapp,Remax Ahenk,,
https://www.hepsiemlak.com/istanbul-sariyer-yenikoy-kiralik/daire/11217-9574,22,150.000,17-05-2025,Kiralık Daire,"4 +
                          1",200 m²,"35
                        Yaşında",2. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/280/210/ds01/7/7/1/0/8/3/4/4/beb8eed4-d0c8-4de0-a077-443a7faa76b9.jpg,EİDS onaylı,İstanbul / Sarıyer / Yeniköy Mah.,https://www.hepsiemlak.com/emlak-ofisi/remax-ahenk-11217,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/1/2/1/1/0/9a295213-cfd1-49d3-ae6a-7e2ae3253c81.jpg,Whatsapp,Remax Ahenk,,
https://www.hepsiemlak.com/istanbul-sariyer-zekeriyakoy-kiralik/daire/11217-9550,20,125.000,17-05-2025,Kiralık Daire,"4 +
                          1",200 m²,"6
                        Yaşında",Bahçe Katı,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/280/210/ds01/0/9/8/9/3/3/4/4/48fe68c7-e58f-4d9e-aefc-58d9e8502f0c.jpg,EİDS onaylı,İstanbul / Sarıyer / Zekeriyaköy Mah.,https://www.hepsiemlak.com/emlak-ofisi/remax-ahenk-11217,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/1/2/1/1/0/9a295213-cfd1-49d3-ae6a-7e2ae3253c81.jpg,Whatsapp,Remax Ahenk,,
https://www.hepsiemlak.com/istanbul-sariyer-zekeriyakoy-kiralik/villa/11217-9651,29,350.000,17-05-2025,Kiralık Villa,"7 +
                          2",539 m²,"11
                        Yaşında",,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/280/210/ds01/0/8/9/5/8/5/4/4/9d9eb720-9339-481e-ae9e-a271e5b60aaa.jpg,EİDS onaylı,İstanbul / Sarıyer / Zekeriyaköy Mah.,https://www.hepsiemlak.com/emlak-ofisi/remax-ahenk-11217,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/1/2/1/1/0/9a295213-cfd1-49d3-ae6a-7e2ae3253c81.jpg,Whatsapp,Remax Ahenk,,
https://www.hepsiemlak.com/istanbul-sariyer-cumhuriyet-kiralik/yali/11217-9527,33,300.000,17-05-2025,Kiralık Yalı,"5 +
                          2",190 m²,"50
                        Yaşında",,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/280/210/ds01/2/7/5/1/9/2/4/4/f3d29593-f24b-4b1b-bc90-fce47fad1745.jpg,EİDS onaylı,İstanbul / Sarıyer / Cumhuriyet Mah.,https://www.hepsiemlak.com/emlak-ofisi/remax-ahenk-11217,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/1/2/1/1/0/9a295213-cfd1-49d3-ae6a-7e2ae3253c81.jpg,Whatsapp,Remax Ahenk,,
https://www.hepsiemlak.com/istanbul-kagithane-sultan-selim-kiralik/daire/78733-1150,12,37.500,17-05-2025,Kiralık Daire,"2 +
                          1",85 m²,"8
                        Yaşında",2. Kat,,https://hecdn01.hemlak.com/mncropresize/280/210/ds01/3/7/3/5/4/5/4/4/1745920115-551394-44545373.jpeg,,İstanbul / Kağıthane / Sultan Selim Mah.,https://www.hepsiemlak.com/emlak-ofisi/serhat-insaat-ve-gayrimenkul-78733/serhat-durmazer-1502092,https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/2/9/0/2/0/5/1/214a3c28-9e4b-4b04-bef2-63feb027f4bb.jpg,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/3/7/8/7/0/6adf221c-a685-448d-9974-fc905eba36d4.jpg,Whatsapp,Serhat İnşaat Ve Gayrimenkul,"Serhat
          Durmazer",
https://www.hepsiemlak.com/istanbul-kagithane-emniyet-evleri-kiralik/residence/98015-1975,35,140.000,13-05-2025,Kiralık Residence,"3 +
                          1",250 m²,"15
                        Yaşında",17. Kat,,https://hecdn01.hemlak.com/mncropresize/280/210/ds01/7/9/9/0/9/1/2/4/984bb894-240b-448e-9f98-07f47277d0ba.jpg,,İstanbul / Kağıthane / Emniyet Evleri Mah.,https://www.hepsiemlak.com/emlak-ofisi/artistanbul-gayrimenkul-zorlu-center-98015/gulcin-gonul-2068637,https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/3/6/8/6/0/2/6bf57ef1-96dd-4954-a46c-ba149eff3f18.jpg,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/1/0/8/9/0/b6a73031-63c7-40f7-9a17-a85e62592e9e.jpg,Whatsapp,Artistanbul Gayrimenkul Zorlu Center,"Gülçin
          Gönül",
https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-kiralik/residence/98015-2156,33,125.000,13-05-2025,Kiralık Residence,"1 +
                          1",100 m²,Sıfır Bina,8. Kat,,https://hecdn01.hemlak.com/mncropresize/280/210/ds01/7/2/2/2/2/3/4/4/ace48570-a223-4dce-828b-5317f29ce955.jpg,,İstanbul / Şişli / Teşvikiye Mah.,https://www.hepsiemlak.com/emlak-ofisi/artistanbul-gayrimenkul-zorlu-center-98015/gulcin-gonul-2068637,https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/3/6/8/6/0/2/6bf57ef1-96dd-4954-a46c-ba149eff3f18.jpg,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/1/0/8/9/0/b6a73031-63c7-40f7-9a17-a85e62592e9e.jpg,Whatsapp,Artistanbul Gayrimenkul Zorlu Center,"Gülçin
          Gönül",
https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-kiralik/residence/8525-56676,26,225.000,17-05-2025,Kiralık Residence,"2 +
                          1",109 m²,Sıfır Bina,3. Kat,,https://hecdn01.hemlak.com/mncropresize/280/210/ds01/3/8/7/6/1/2/4/4/b0531c1f-ac98-4203-ae10-510b61faf66c.jpg,,İstanbul / Şişli / Teşvikiye Mah.,https://www.hepsiemlak.com/emlak-ofisi/versatie-selenium-twins-zorlu-center-8525/sinan-cizmeci-8525,https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/2/5/8/0/0/d6f97f13-b255-4f55-acd8-a4745e3d74b6.jpg,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/2/5/8/0/0/7d55d022-1b95-403d-96bf-b966e1d3818e.jpg,Whatsapp,Versatıe Selenıum Twins Zorlu Center,"Sinan
          Çizmeci",
https://www.hepsiemlak.com/istanbul-uskudar-cengelkoy-kiralik/daire/2089-12761,20,50.000,16-05-2025,Kiralık Daire,"2 +
                          1",90 m²,"4
                        Yaşında",4. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/280/210/ds01/1/6/9/5/3/4/4/4/15fcbf88-3ae8-498c-b930-827fc9c27e25.jpg,EİDS onaylı,İstanbul / Üsküdar / Çengelköy Mah.,https://www.hepsiemlak.com/emlak-ofisi/turyap-cengelkoy-natoyolu-temsilciligi-2089,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/8/0/2/0/0/7eb176d3-25cb-4383-a41d-9e6873ec135c.jpg,Whatsapp,Turyap Çengelköy Natoyolu Temsilciliği,,
https://www.hepsiemlak.com/istanbul-besiktas-levazim-kiralik/daire/8525-56758,42,85.000,12-05-2025,Kiralık Daire,"3 +
                          1",145 m²,"39
                        Yaşında",3. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/280/210/ds01/7/4/8/6/1/6/4/4/78a421fc-eb91-4271-b45d-69c22aad331e.jpg,EİDS onaylı,İstanbul / Beşiktaş / Levazım Mah.,https://www.hepsiemlak.com/emlak-ofisi/versatie-selenium-twins-zorlu-center-8525,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/2/5/8/0/0/7d55d022-1b95-403d-96bf-b966e1d3818e.jpg,Whatsapp,Versatıe Selenıum Twins Zorlu Center,,
https://www.hepsiemlak.com/istanbul-sisli-harbiye-kiralik/residence/8525-56701,29,70.000,07-05-2025,Kiralık Residence,"1 +
                          1",110 m²,"10
                        Yaşında",1. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/280/210/ds01/9/3/0/3/1/3/4/4/be725531-256a-4eb8-820a-29dcf225ee2c.jpg,EİDS onaylı,İstanbul / Şişli / Harbiye Mah.,https://www.hepsiemlak.com/emlak-ofisi/versatie-selenium-twins-zorlu-center-8525,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/2/5/8/0/0/7d55d022-1b95-403d-96bf-b966e1d3818e.jpg,Whatsapp,Versatıe Selenıum Twins Zorlu Center,,
https://www.hepsiemlak.com/istanbul-besiktas-nisbetiye-kiralik/residence/8525-56697,33,500.000,08-05-2025,Kiralık Residence,"4 +
                          1",500 m²,Sıfır Bina,13. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/280/210/ds01/0/8/8/9/9/2/4/4/13af0e7a-515f-4e1d-8118-d7dcc4f2a465.jpg,EİDS onaylı,İstanbul / Beşiktaş / Nisbetiye Mah.,https://www.hepsiemlak.com/emlak-ofisi/versatie-selenium-twins-zorlu-center-8525,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/2/5/8/0/0/7d55d022-1b95-403d-96bf-b966e1d3818e.jpg,Whatsapp,Versatıe Selenıum Twins Zorlu Center,,
https://www.hepsiemlak.com/istanbul-besiktas-arnavutkoy-kiralik/daire/8525-56747,13,80.000,08-05-2025,Kiralık Daire,"2 +
                          1",90 m²,"30
                        Yaşında",2. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/280/210/ds01/6/8/6/2/8/5/4/4/122a541c-fad9-4921-80c1-5937e96623e6.jpg,EİDS onaylı,İstanbul / Beşiktaş / Arnavutköy Mah.,https://www.hepsiemlak.com/emlak-ofisi/versatie-selenium-twins-zorlu-center-8525,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/2/5/8/0/0/7d55d022-1b95-403d-96bf-b966e1d3818e.jpg,Whatsapp,Versatıe Selenıum Twins Zorlu Center,,
https://www.hepsiemlak.com/istanbul-besiktas-etiler-kiralik/daire/8525-56754,9,80.000,10-05-2025,Kiralık Daire,"2 +
                          1",110 m²,"25
                        Yaşında",1. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/2/5/8/0/0/7d55d022-1b95-403d-96bf-b966e1d3818e.jpg,EİDS onaylı,İstanbul / Beşiktaş / Etiler Mah.,https://www.hepsiemlak.com/emlak-ofisi/versatie-selenium-twins-zorlu-center-8525,https://hecdn01.hemlak.com/img/eids-logo-mini.png,,Whatsapp,Versatıe Selenıum Twins Zorlu Center,,
https://www.hepsiemlak.com/istanbul-besiktas-bebek-kiralik/daire/8525-56741,14,200.000,15-05-2025,Kiralık Daire,"3 +
                          0",220 m²,"38
                        Yaşında",Yüksek Giriş,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/2/5/8/0/0/7d55d022-1b95-403d-96bf-b966e1d3818e.jpg,EİDS onaylı,İstanbul / Beşiktaş / Bebek Mah.,https://www.hepsiemlak.com/emlak-ofisi/versatie-selenium-twins-zorlu-center-8525,https://hecdn01.hemlak.com/img/eids-logo-mini.png,,Whatsapp,Versatıe Selenıum Twins Zorlu Center,,
https://www.hepsiemlak.com/istanbul-besiktas-ortakoy-kiralik/daire/8525-56672,34,250.000,07-05-2025,Kiralık Daire,"3 +
                          1",250 m²,"16
                        Yaşında",3. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/2/5/8/0/0/7d55d022-1b95-403d-96bf-b966e1d3818e.jpg,EİDS onaylı,İstanbul / Beşiktaş / Ortaköy Mah.,https://www.hepsiemlak.com/emlak-ofisi/versatie-selenium-twins-zorlu-center-8525,https://hecdn01.hemlak.com/img/eids-logo-mini.png,,Whatsapp,Versatıe Selenıum Twins Zorlu Center,,
https://www.hepsiemlak.com/istanbul-beyoglu-purtelas-hasan-efendi-kiralik/daire/8525-56696,20,65.000,07-05-2025,Kiralık Daire,"2 +
                          1",90 m²,"30
                        Yaşında",5. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/280/210/ds01/8/9/7/8/9/2/4/4/2925b9bd-2799-4b79-84ea-5322e0bb380b.jpg,EİDS onaylı,İstanbul / Beyoğlu / Pürtelaş Hasan Efendi Mah.,https://www.hepsiemlak.com/emlak-ofisi/versatie-selenium-twins-zorlu-center-8525,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/2/5/8/0/0/7d55d022-1b95-403d-96bf-b966e1d3818e.jpg,Whatsapp,Versatıe Selenıum Twins Zorlu Center,,
https://www.hepsiemlak.com/istanbul-besiktas-gayrettepe-kiralik/residence/8525-56760,20,62.000,12-05-2025,Kiralık Residence,"1 +
                          1",75 m²,"12
                        Yaşında",10. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/280/210/ds01/5/5/9/7/1/6/4/4/9dbc56f8-8d90-49ce-8853-e3ba8096d837.jpg,EİDS onaylı,İstanbul / Beşiktaş / Gayrettepe Mah.,https://www.hepsiemlak.com/emlak-ofisi/versatie-selenium-twins-zorlu-center-8525,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/2/5/8/0/0/7d55d022-1b95-403d-96bf-b966e1d3818e.jpg,Whatsapp,Versatıe Selenıum Twins Zorlu Center,,
https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-kiralik/residence/8525-56761,28,170.000,12-05-2025,Kiralık Residence,"2 +
                          1",150 m²,"4
                        Yaşında",5. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/280/210/ds01/2/2/2/8/1/6/4/4/7b81f389-95ba-431e-a867-5897f6400171.jpg,EİDS onaylı,İstanbul / Şişli / Teşvikiye Mah.,https://www.hepsiemlak.com/emlak-ofisi/versatie-selenium-twins-zorlu-center-8525,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/2/5/8/0/0/7d55d022-1b95-403d-96bf-b966e1d3818e.jpg,Whatsapp,Versatıe Selenıum Twins Zorlu Center,,
https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-kiralik/residence/8525-56675,21,150.000,17-05-2025,Kiralık Residence,"1 +
                          1",97 m²,Sıfır Bina,2. Kat,,https://hecdn01.hemlak.com/mncropresize/280/210/ds01/0/7/7/0/1/2/4/4/ab9e4eec-92fe-4966-a849-e821f819f245.jpg,,İstanbul / Şişli / Teşvikiye Mah.,https://www.hepsiemlak.com/emlak-ofisi/versatie-selenium-twins-zorlu-center-8525/sinan-cizmeci-8525,https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/2/5/8/0/0/d6f97f13-b255-4f55-acd8-a4745e3d74b6.jpg,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/2/5/8/0/0/7d55d022-1b95-403d-96bf-b966e1d3818e.jpg,Whatsapp,Versatıe Selenıum Twins Zorlu Center,"Sinan
          Çizmeci",
https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-kiralik/residence/8525-56670,21,250.000,11-05-2025,Kiralık Residence,"2 +
                          1",160 m²,Sıfır Bina,2. Kat,,https://hecdn01.hemlak.com/mncropresize/280/210/ds01/6/2/0/5/0/2/4/4/375946d7-4f4e-48fa-8421-897983b17b42.jpg,,İstanbul / Şişli / Teşvikiye Mah.,https://www.hepsiemlak.com/emlak-ofisi/versatie-selenium-twins-zorlu-center-8525/sinan-cizmeci-8525,https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/2/5/8/0/0/d6f97f13-b255-4f55-acd8-a4745e3d74b6.jpg,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/2/5/8/0/0/7d55d022-1b95-403d-96bf-b966e1d3818e.jpg,Whatsapp,Versatıe Selenıum Twins Zorlu Center,"Sinan
          Çizmeci",
https://www.hepsiemlak.com/istanbul-besiktas-bebek-kiralik/daire/8525-56686,29,350.000,13-05-2025,Kiralık Daire,"4 +
                          1",200 m²,"25
                        Yaşında",1. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/280/210/ds01/8/7/9/5/5/2/4/4/129d82dc-bf9b-4c91-99da-120c31b1d11b.jpg,EİDS onaylı,İstanbul / Beşiktaş / Bebek Mah.,https://www.hepsiemlak.com/emlak-ofisi/versatie-selenium-twins-zorlu-center-8525/sinan-cizmeci-8525,https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/2/5/8/0/0/d6f97f13-b255-4f55-acd8-a4745e3d74b6.jpg,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/2/5/8/0/0/7d55d022-1b95-403d-96bf-b966e1d3818e.jpg,Whatsapp,Versatıe Selenıum Twins Zorlu Center,"Sinan
          Çizmeci",
